InstitutionID,Symbol,ShortName,EndDate,TotalShare,UnCriculationShares,CirculatingShares,LmtdStateOwnedShares,LmtdStateOwnedSharesRatio,EquityStructureDiversity,MixedEquityStructureOrNOT,NSttOwnedShrhlderRatioSum,OwnershipConcentration,NSttOwnedShrhlderPartic,EquityBalance,EquityIntegration,EquityStrucHerfindalIndex,EquityStrucEntropyIndex,Score_NonStateCapital,Score_EquityDiversity,Score_EquityBalance,Score_EquityIntegration,Score_OpenGovernance,MixedOwnershipScore,MixedOwnershipLevel,ReformStatus
107721,002640,跨境通,2025-12-31,1558041330.0,9779325.0,1548262005.0,,,3.0,0,9.63,17.59,0.5475,120.9799,120.9799,0.4679,0.8209,8.04,12.95,16.4,12.24,7.74,57.37,中度混改,尚未发生混改
101642,000917,电广传媒,2024-12-31,1417556338.0,96975.0,1417459363.0,,,5.0,0,7.84,25.35,0.3093,47.0588,44.7744,0.5121,0.9759,5.57,18.96,13.41,9.37,8.77,56.08,中度混改,尚未发生混改
101581,000610,西安旅游,2024-12-31,236747901.0,1258907.0,235488994.0,,,5.0,0,10.0,36.57,0.2734,37.6364,37.6364,0.5581,0.8935,6.24,18.47,12.62,8.86,9.68,55.87,中度混改,尚未发生混改
103201,300077,国民技术,2025-12-31,583126700.0,16798800.0,566327900.0,,,3.0,0,7.3,7.3,1.0,275.4717,,0.4777,0.8812,8.13,13.39,18.82,7.5,7.93,55.78,中度混改,尚未发生混改
101437,000998,隆平高科,2025-12-31,1469448061.0,155037433.0,1314410628.0,152477763.0,10.3765,5.0,0,9.59,40.07,0.2393,38.0556,31.4633,0.5968,0.852,5.82,18.18,12.38,8.31,9.67,54.36,中度混改,尚未发生混改
106482,600520,三佳科技,2025-12-31,158430000.0,,158430000.0,,,4.0,0,8.13,25.17,0.323,47.7113,47.7113,0.5078,0.916,5.79,16.62,13.47,9.59,8.56,54.03,中度混改,尚未发生混改
106373,600668,尖峰集团,2025-12-31,412900594.0,,412900594.0,,,3.0,0,9.84,25.99,0.3786,60.9288,60.9288,0.4817,0.8587,6.92,13.24,14.28,10.35,8.66,53.44,中度混改,尚未发生混改
104384,601162,天风证券,2024-12-31,8665757464.0,,8665757464.0,,,4.0,0,8.71,32.71,0.2663,57.2273,36.2917,0.563,0.8662,5.64,16.29,13.59,8.77,8.97,53.25,中度混改,尚未发生混改
105832,600322,津投城开,2024-12-31,1105700000.0,0.0,1105700000.0,,,4.0,0,9.15,34.13,0.2681,53.1977,36.6293,0.5665,0.8331,5.84,16.04,13.39,8.78,8.99,53.04,中度混改,尚未发生混改
101461,002276,万马股份,2024-12-31,1014289836.0,9206500.0,1005083336.0,,,5.0,0,8.2,33.73,0.2431,32.1191,32.1191,0.5951,0.8382,5.25,18.08,11.95,8.41,8.72,52.4,中度混改,尚未发生混改
102757,300024,机器人,2024-12-31,1565619950.0,32321996.0,1533297954.0,,,5.0,0,8.21,34.3,0.2394,32.6052,31.468,0.5979,0.8386,5.23,18.08,11.96,8.31,8.78,52.36,中度混改,尚未发生混改
106177,600552,凯盛科技,2025-12-31,944606894.0,,944606894.0,,,5.0,0,8.64,37.92,0.2278,29.5082,29.5082,0.6119,0.8304,5.33,18.02,11.61,8.07,9.14,52.16,中度混改,尚未发生混改
105983,600125,铁龙物流,2025-12-31,1305521874.0,,1305521874.0,,,4.0,0,9.73,42.04,0.2314,61.195,30.1145,0.6138,0.7619,5.82,15.48,13.25,8.12,9.37,52.04,中度混改,尚未发生混改
105794,600138,中青旅,2024-12-31,723840000.0,,723840000.0,,,5.0,0,7.28,30.47,0.2389,41.9113,31.3928,0.5986,0.8389,4.83,18.08,12.61,8.29,8.23,52.04,中度混改,尚未发生混改
106304,600529,山东药玻,2025-12-31,663614113.0,,663614113.0,,,4.0,0,7.98,28.49,0.2801,40.9231,38.9078,0.5558,0.8412,5.42,16.1,12.83,8.95,8.31,51.6,中度混改,尚未发生混改
105962,600199,金种子酒,2024-12-31,657796824.0,,657796824.0,,,5.0,0,8.75,35.85,0.2441,32.2878,32.2878,0.611,0.7183,5.49,17.09,11.85,8.42,8.27,51.13,中度混改,尚未发生混改
102574,002332,仙琚制药,2024-12-31,989204866.0,4631155.0,984573711.0,,,4.0,0,8.36,30.61,0.2731,38.7935,37.573,0.5733,0.7837,5.53,15.65,12.59,8.86,8.19,50.82,中度混改,尚未发生混改
105892,600096,云天化,2025-12-31,1822990731.0,,1822990731.0,,,5.0,0,9.85,48.78,0.2019,25.6778,25.3018,0.6516,0.7341,5.66,17.22,10.28,7.57,9.86,50.6,中度混改,尚未发生混改
103065,300091,金通灵,2024-12-31,1489164214.0,75872965.0,1413291249.0,,,4.0,0,9.49,39.64,0.2394,34.0387,31.476,0.61,0.7362,5.78,15.24,11.99,8.31,8.91,50.24,中度混改,尚未发生混改
107525,002659,凯文教育,2024-12-31,598280384.0,3750.0,598276634.0,,,4.0,0,9.43,40.37,0.2336,32.6976,30.4783,0.6138,0.7515,5.71,15.39,11.83,8.19,9.08,50.2,中度混改,尚未发生混改
104932,300212,易华录,2024-12-31,719892422.0,21365801.0,698526621.0,,,4.0,0,9.93,44.03,0.2255,31.197,29.1202,0.6215,0.742,5.87,15.29,11.36,8.02,9.48,50.01,中度混改,尚未发生混改
106165,600771,广誉远,2024-12-31,489491141.0,,489491141.0,,,4.0,0,5.74,20.91,0.2745,39.2882,37.8378,0.5532,0.8802,4.42,16.38,12.75,8.87,7.43,49.85,中度混改,尚未发生混改
107919,002669,康达新材,2025-12-31,303400000.0,682200.0,302717800.0,,,4.0,0,8.73,37.54,0.2326,30.302,30.302,0.6089,0.7847,5.4,15.66,11.7,8.16,8.89,49.82,中度混改,尚未发生混改
102324,000423,东阿阿胶,2025-12-31,643976824.0,958739.0,643018085.0,,,4.0,0,9.43,44.15,0.2136,40.1277,27.1601,0.6373,0.7291,5.57,15.19,11.9,7.79,9.3,49.75,中度混改,尚未发生混改
101261,000777,中核科技,2024-12-31,383417593.0,6766.0,383410827.0,,,4.0,0,8.65,35.9,0.2409,48.2701,31.7431,0.6153,0.7008,5.43,14.96,12.78,8.36,8.16,49.69,中度混改,尚未发生混改
105880,600128,苏豪弘业,2025-12-31,251698700.0,4931200.0,246767500.0,,,4.0,0,8.26,35.46,0.2329,37.5114,30.3676,0.6151,0.7404,5.2,15.27,12.23,8.17,8.3,49.17,中度混改,尚未发生混改
101322,000973,佛塑科技,2025-12-31,967423171.0,,967423171.0,,,4.0,0,8.61,36.79,0.234,32.1869,30.5536,0.6153,0.7395,5.36,15.26,11.82,8.2,8.48,49.13,中度混改,尚未发生混改
102961,300370,安控科技,2025-12-31,1565376225.0,3906141.0,1561470084.0,,,4.0,0,8.57,37.7,0.2273,56.6799,29.4198,0.6328,0.6645,5.3,14.62,13.11,8.05,8.06,49.13,中度混改,尚未发生混改
10132679,603188,亚邦股份,2024-12-31,570170000.0,,570170000.0,,,4.0,0,9.31,38.95,0.239,31.4103,31.4103,0.6189,0.6893,5.7,14.85,11.71,8.3,8.5,49.06,中度混改,尚未发生混改
105522,600331,宏达股份,2025-12-31,2641600000.0,609600000.0,2032000000.0,609600000.0,23.0769,5.0,0,9.98,54.2,0.1841,24.054,22.569,0.6816,0.6612,5.59,16.59,9.46,7.19,9.99,48.83,中度混改,尚未发生混改
103164,002155,湖南黄金,2025-12-31,1562651316.0,140409.0,1562510907.0,,,4.0,0,9.38,44.44,0.2111,26.7541,26.7541,0.6403,0.7247,5.53,15.15,10.81,7.75,9.29,48.53,中度混改,尚未发生混改
102101,002443,金洲管道,2025-12-31,520535520.0,1108948.0,519426572.0,,,4.0,0,6.86,28.1,0.2441,32.2976,32.2976,0.5973,0.7881,4.68,15.69,11.95,8.42,7.65,48.4,中度混改,尚未发生混改
102423,002163,海南发展,2024-12-31,844957867.0,41408992.0,803548875.0,41407867.0,4.9006,5.0,0,7.88,40.85,0.1929,25.6761,23.9005,0.6658,0.6984,4.76,16.94,10.82,7.41,8.44,48.36,中度混改,尚未发生混改
10145951,300859,西域旅游,2025-12-31,155000000.0,,155000000.0,,,5.0,0,8.67,48.27,0.1796,30.2723,21.8939,0.6862,0.6666,5.0,16.64,10.52,7.05,9.14,48.34,中度混改,尚未发生混改
105045,601377,兴业证券,2025-12-31,8635987294.0,,8635987294.0,,,4.0,0,8.6,44.19,0.1946,41.9717,24.1641,0.6624,0.6973,5.08,14.93,11.86,7.44,8.93,48.24,中度混改,尚未发生混改
101327,000762,西藏矿业,2025-12-31,520819240.0,18622.0,520800618.0,,,5.0,0,5.69,26.57,0.2142,27.251,27.251,0.6302,0.8053,3.97,17.83,11.27,7.81,7.25,48.14,中度混改,尚未发生混改
10113819,002712,思美传媒,2024-12-31,544276198.0,3370150.0,540906048.0,,,4.0,0,9.39,41.41,0.2268,29.3254,29.3254,0.6364,0.6481,5.64,14.49,11.32,8.04,8.48,47.97,中度混改,尚未发生混改
106211,600619,海立股份,2025-12-31,1073344406.0,,1073344406.0,,,4.0,0,7.63,32.09,0.2378,31.1938,31.1938,0.6137,0.7278,4.97,15.18,11.73,8.27,7.77,47.92,中度混改,尚未发生混改
102526,002189,中光学,2024-12-31,261199273.0,39352.0,261159921.0,,,5.0,0,9.05,51.24,0.1766,22.8709,21.4506,0.6898,0.6675,5.14,16.65,9.51,6.95,9.54,47.79,中度混改,尚未发生混改
101525,000799,酒鬼酒,2024-12-31,324928980.0,28500.0,324900480.0,,,4.0,0,8.73,39.73,0.2197,28.1613,28.1613,0.6391,0.6729,5.31,14.7,11.31,7.91,8.35,47.57,中度混改,尚未发生混改
102675,002480,新筑股份,2024-12-31,769168670.0,1452174.0,767716496.0,,,3.0,0,9.75,43.45,0.2244,61.3208,28.9318,0.6291,0.6771,5.78,11.74,13.04,8.0,8.99,47.56,中度混改,尚未发生混改
102651,002465,海格通信,2025-12-31,2481833948.0,3946839.0,2477887109.0,,,5.0,0,6.61,34.6,0.191,26.1162,23.6156,0.6661,0.7242,4.2,17.15,10.93,7.35,7.67,47.29,中度混改,尚未发生混改
101483,000507,珠海港,2024-12-31,919734895.0,17402709.0,902332186.0,,,5.0,0,7.45,40.02,0.1862,24.8499,22.8738,0.6764,0.6726,4.52,16.69,10.72,7.25,8.07,47.25,中度混改,尚未发生混改
106277,600756,浪潮软件,2025-12-31,349628753.0,25530000.0,324098753.0,25530000.0,7.302,5.0,0,6.4,31.4,0.2038,25.6,25.6,0.6529,0.716,4.2,17.07,10.96,7.63,7.27,47.14,中度混改,尚未发生混改
102759,000410,沈阳机床,2024-12-31,2064746603.0,383830659.0,1680915944.0,380710659.0,18.4386,5.0,0,8.94,53.45,0.1673,20.8392,20.0854,0.7034,0.6473,5.03,16.48,9.0,6.75,9.63,46.88,中度混改,尚未发生混改
10377,600833,第一医药,2025-12-31,223086347.0,0.0,223086347.0,,,5.0,0,9.16,54.11,0.1693,20.3782,20.3782,0.7045,0.6187,5.14,16.24,8.87,6.79,9.57,46.6,中度混改,尚未发生混改
105123,600358,ST 联合,2025-12-31,504936660.0,,504936660.0,,,3.0,0,8.58,36.31,0.2363,43.8426,30.9412,0.6119,0.7073,5.36,12.01,12.63,8.25,8.28,46.53,中度混改,尚未发生混改
105943,600158,中体产业,2024-12-31,959513067.0,,959513067.0,,,4.0,0,7.54,35.37,0.2132,38.6865,27.0931,0.6507,0.6429,4.75,14.43,12.07,7.79,7.46,46.5,中度混改,尚未发生混改
106235,600448,华纺股份,2025-12-31,629819662.0,,629819662.0,,,4.0,0,6.56,28.57,0.2296,35.212,29.8046,0.6258,0.6981,4.45,14.94,11.96,8.11,7.01,46.48,中度混改,尚未发生混改
10789,600973,宝胜股份,2025-12-31,1371366248.0,,1371366248.0,,,4.0,0,8.8,48.58,0.1811,27.5862,22.1217,0.6816,0.6711,5.07,14.68,10.28,7.11,9.24,46.37,中度混改,尚未发生混改
104060,601789,宁波建工,2024-12-31,1086798590.0,,1086798590.0,,,5.0,0,6.16,33.27,0.1852,22.9252,22.7222,0.6736,0.7235,3.96,17.14,10.52,7.23,7.41,46.26,中度混改,尚未发生混改
101508,000888,峨眉山A,2024-12-31,526913102.0,,526913102.0,,,4.0,0,9.19,49.98,0.1839,28.1988,22.53,0.6825,0.6337,5.25,14.36,10.23,7.18,9.24,46.25,中度混改,尚未发生混改
102206,002400,省广集团,2025-12-31,1743337128.0,17172510.0,1726164618.0,,,4.0,0,5.62,24.5,0.2294,29.7669,29.7669,0.6144,0.7679,4.05,15.53,11.61,8.1,6.9,46.19,中度混改,尚未发生混改
10284836,688269,凯立新材,2024-12-31,130704000.0,,130704000.0,,,3.0,0,9.68,43.25,0.2238,37.6507,28.8353,0.6319,0.6665,5.75,11.64,11.87,8.0,8.87,46.13,中度混改,尚未发生混改
107580,603123,翠微股份,2025-12-31,798736665.0,146460716.0,652275949.0,,,5.0,0,9.21,58.17,0.1583,31.2627,18.8113,0.7209,0.5881,5.08,15.99,9.57,6.47,8.95,46.05,中度混改,尚未发生混改
10465177,688037,芯源微,2025-12-31,201627296.0,,201627296.0,,,3.0,0,9.49,42.64,0.2226,53.1951,28.6275,0.6419,0.6207,5.66,11.25,12.68,7.97,8.46,46.01,中度混改,尚未发生混改
101632,000021,深科技,2024-12-31,1560587588.0,163875.0,1560423713.0,,,4.0,0,8.57,43.08,0.1989,24.8334,24.8334,0.6656,0.6363,5.09,14.38,10.54,7.53,8.4,45.95,中度混改,尚未发生混改
101418,000851,ST 高鸿,2024-12-31,1157860020.0,25723194.0,1132136826.0,831600.0,0.0718,3.0,0,5.99,18.85,0.3178,46.5785,46.5785,0.5527,0.7086,4.84,12.02,13.11,9.49,6.45,45.91,中度混改,尚未发生混改
10116,600877,电科芯片,2024-12-31,1184059492.0,,1184059492.0,,,4.0,0,8.76,48.99,0.1788,34.1654,21.7748,0.6923,0.6062,5.03,14.15,10.74,7.02,8.88,45.82,中度混改,尚未发生混改
103133,300073,当升科技,2025-12-31,544293668.0,38322356.0,505971312.0,37792894.0,6.9435,4.0,0,7.87,41.19,0.1911,27.5947,23.6194,0.671,0.6572,4.74,14.57,10.94,7.35,8.21,45.8,中度混改,尚未发生混改
107339,600584,长电科技,2025-12-31,1789414570.0,,1789414570.0,,,3.0,0,8.24,34.17,0.2411,36.5735,31.7779,0.6087,0.7034,5.25,11.98,12.19,8.37,7.98,45.78,中度混改,尚未发生混改
10350738,688779,五矿新能,2024-12-31,1929218895.0,,1929218895.0,,,4.0,0,9.07,54.0,0.168,52.8555,20.187,0.7142,0.5292,5.09,13.49,11.26,6.76,9.01,45.61,中度混改,尚未发生混改
10431920,001219,青岛食品,2025-12-31,194983750.0,4861679.0,190122071.0,,,5.0,0,8.68,55.42,0.1566,18.5708,18.5708,0.7189,0.6311,4.84,16.33,8.36,6.43,9.57,45.53,中度混改,尚未发生混改
10133170,300510,金冠股份,2024-12-31,824690700.0,,824690700.0,,,3.0,0,9.25,35.66,0.2594,35.0246,35.0246,0.6093,0.6245,5.82,11.27,12.06,8.62,7.75,45.51,中度混改,尚未发生混改
106000,600133,东湖高新,2024-12-31,1066239875.0,,1066239875.0,,,4.0,0,5.39,24.37,0.2212,34.0708,28.3983,0.6281,0.7316,3.89,15.2,11.88,7.94,6.56,45.47,中度混改,尚未发生混改
104690,300402,宝色股份,2025-12-31,246790497.0,3172000.0,243618497.0,,,5.0,0,9.43,57.94,0.1628,19.4393,19.4393,0.7145,0.5935,5.2,16.04,8.32,6.63,9.07,45.27,中度混改,尚未发生混改
101445,000792,盐湖股份,2025-12-31,5291572541.0,47170.0,5291525371.0,,,4.0,0,7.59,48.68,0.1559,58.9744,18.4716,0.7215,0.5944,4.37,14.05,11.91,6.41,8.53,45.26,中度混改,尚未发生混改
106339,600459,贵研铂业,2024-12-31,760726670.0,6887112.0,753839558.0,,,4.0,0,8.71,47.26,0.1843,22.594,22.594,0.6823,0.6307,5.05,14.33,9.85,7.2,8.83,45.26,中度混改,尚未发生混改
101801,000720,新能泰山,2024-12-31,1256531571.0,,1256531571.0,,,4.0,0,8.57,50.27,0.1705,35.8878,20.5516,0.7042,0.5864,4.89,13.97,10.67,6.82,8.85,45.2,中度混改,尚未发生混改
106457,600498,烽火通信,2024-12-31,1184464490.0,17884680.0,1166579810.0,,,5.0,0,7.91,50.54,0.1565,18.9643,18.555,0.719,0.6314,4.51,16.33,8.82,6.43,9.0,45.08,中度混改,尚未发生混改
101684,000158,常山北明,2025-12-31,1598616721.0,10705125.0,1587911596.0,,,4.0,0,7.3,35.9,0.2033,25.5245,25.5245,0.6607,0.6439,4.58,14.44,10.9,7.62,7.46,45.0,中度混改,尚未发生混改
10441382,001280,中国铀业,2025-12-03,2068181818.0,1910094559.0,158087259.0,1695408260.0,81.9758,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10594611,301584,建发致新,2025-09-25,421288509.0,370864656.0,50423853.0,182697312.0,43.3663,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10434359,301609,山大电力,2025-07-23,162880000.0,128129756.0,34750244.0,49044800.0,30.111,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10169027,301682,宏明电子,2026-03-25,121549358.0,95862537.0,25686821.0,53148449.0,43.7258,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10559985,600930,华电新能,2025-07-16,40968944214.0,38463768962.0,2505175252.0,33731018509.0,82.3331,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10402301,603402,陕西旅游,2026-01-06,77333334.0,58000000.0,19333334.0,31842349.0,41.1755,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10485723,688729,屹唐股份,2025-07-08,2955560000.0,2755772308.0,199787692.0,33956255.0,1.1489,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10561721,688811,有研复材,2026-04-10,501673605.0,409547508.0,92126097.0,297328453.0,59.2673,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10458982,688818,电科蓝天,2026-02-10,1736923890.0,1604907551.0,132016339.0,1177446557.0,67.7892,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10613945,920015,锦华新材,2025-09-25,130666667.0,99633333.0,31033334.0,81498591.0,62.3714,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
10807539,920029,开发科技,2025-03-28,133866667.0,102073333.0,31793334.0,70480114.0,52.6495,,0,,,,,,,,10.0,10.0,10.0,7.5,7.5,45.0,中度混改,尚未发生混改
107699,002627,三峡旅游,2024-12-31,724601378.0,7437436.0,717163942.0,,,4.0,0,8.3,50.91,0.163,32.6772,19.479,0.7108,0.6092,4.72,14.17,10.34,6.64,9.01,44.89,中度混改,尚未发生混改
102378,002106,莱宝高科,2025-12-31,705816160.0,913694.0,704902466.0,,,4.0,0,6.64,34.84,0.1906,31.8618,23.5461,0.6716,0.6541,4.21,14.55,11.41,7.34,7.28,44.79,中度混改,尚未发生混改
10380,300328,宜安科技,2024-12-31,690423600.0,4055625.0,686367975.0,,,4.0,0,6.6,33.6,0.1964,24.4444,24.4444,0.6615,0.6885,4.23,14.84,10.78,7.48,7.37,44.7,中度混改,尚未发生混改
105898,600305,恒顺醋业,2025-12-31,1106471528.0,3483300.0,1102988228.0,,,5.0,0,7.85,50.3,0.1561,18.8793,18.4923,0.7219,0.6057,4.48,16.15,8.8,6.41,8.82,44.66,中度混改,尚未发生混改
10838,601007,金陵饭店,2025-12-31,390000000.0,,390000000.0,,,4.0,0,9.5,56.71,0.1675,21.8391,20.1229,0.7046,0.6168,5.27,14.22,8.85,6.75,9.44,44.53,中度混改,尚未发生混改
10301,600820,隧道股份,2024-12-31,3144096094.0,,3144096094.0,,,4.0,0,8.08,47.58,0.1698,26.5005,20.4557,0.701,0.6198,4.68,14.24,10.13,6.81,8.67,44.52,中度混改,尚未发生混改
105887,600255,鑫科材料,2025-12-31,1806146955.0,,1806146955.0,,,4.0,0,3.24,13.72,0.2362,30.916,30.916,0.6115,0.7448,3.08,15.32,11.72,8.24,6.15,44.51,中度混改,尚未发生混改
106017,600064,南京高科,2024-12-31,1730339644.0,,1730339644.0,,,5.0,0,7.4,47.3,0.1564,21.3011,18.5464,0.723,0.5925,4.29,16.03,9.42,6.42,8.31,44.48,中度混改,尚未发生混改
105997,600418,江淮汽车,2025-12-31,2184009791.0,,2184009791.0,,,4.0,0,7.12,40.29,0.1767,25.2214,21.4652,0.6904,0.6396,4.31,14.41,10.63,6.96,7.82,44.12,中度混改,尚未发生混改
101419,000957,中通客车,2024-12-31,592903936.0,,592903936.0,,,4.0,0,7.1,42.09,0.1687,33.6972,20.2915,0.7055,0.5987,4.25,14.08,11.16,6.78,7.74,44.02,中度混改,尚未发生混改
101826,000906,浙商中拓,2024-12-31,708561679.0,8408415.0,700153264.0,,,5.0,0,7.96,54.51,0.146,18.0991,17.0999,0.737,0.589,4.45,15.99,8.25,6.08,9.2,43.98,中度混改,尚未发生混改
10102663,300446,航天智造,2025-12-31,845410111.0,471849940.0,373560171.0,405222609.0,47.9321,4.0,0,9.47,62.42,0.1517,51.3557,17.8848,0.7285,0.5787,5.14,13.91,10.4,6.26,8.23,43.94,中度混改,尚未发生混改
10752,600969,郴电国际,2024-12-31,370050484.0,,370050484.0,,,5.0,0,6.0,42.24,0.142,37.1978,16.5563,0.7435,0.576,3.59,15.88,11.16,5.97,7.33,43.93,中度混改,尚未发生混改
101848,000960,锡业股份,2025-12-31,1645801952.0,,1645801952.0,,,4.0,0,8.35,52.55,0.1589,25.3261,18.8914,0.7178,0.5898,4.71,14.0,9.49,6.49,9.09,43.78,中度混改,尚未发生混改
105809,600300,维维股份,2025-12-31,1617142180.0,,1617142180.0,,,4.0,0,6.74,37.65,0.179,21.8052,21.8052,0.6857,0.6584,4.17,14.58,10.3,7.03,7.58,43.66,中度混改,尚未发生混改
10437602,601975,招商南油,2025-12-31,4680344678.0,,4680344678.0,,,4.0,0,7.31,42.61,0.1716,23.7569,20.7082,0.6992,0.6201,4.36,14.24,10.24,6.85,7.97,43.66,中度混改,尚未发生混改
101929,002449,国星光电,2025-12-31,618477169.0,,618477169.0,,,4.0,0,5.22,26.7,0.1955,40.4651,24.3017,0.6693,0.6374,3.63,14.39,12.04,7.46,6.04,43.57,中度混改,尚未发生混改
106219,600805,悦达投资,2025-12-31,850894494.0,619126.0,850275368.0,,,4.0,0,7.95,44.4,0.1791,23.3824,21.8107,0.6969,0.5686,4.69,13.8,10.07,7.03,7.97,43.57,中度混改,尚未发生混改
107643,002643,万润股份,2024-12-31,930106155.0,20780585.0,909325570.0,,,4.0,0,7.89,48.34,0.1632,28.3507,19.5056,0.716,0.5648,4.55,13.77,10.15,6.66,8.35,43.47,中度混改,尚未发生混改
107549,600664,哈药股份,2024-12-31,2518509876.0,,2518509876.0,,,5.0,0,8.18,56.97,0.1436,17.5612,16.7657,0.7409,0.577,4.53,15.89,7.94,6.01,8.89,43.26,中度混改,尚未发生混改
106237,600452,涪陵电力,2025-12-31,1536541654.0,,1536541654.0,,,4.0,0,9.11,55.98,0.1627,21.8727,19.4367,0.7187,0.5449,5.07,13.61,8.82,6.62,9.04,43.17,中度混改,尚未发生混改
101915,000713,丰乐种业,2024-12-31,614014980.0,,614014980.0,,,4.0,0,6.12,35.36,0.1731,30.6,20.9302,0.6961,0.6269,3.86,14.3,11.13,6.88,7.0,43.16,中度混改,尚未发生混改
106279,600790,轻纺城,2024-12-31,1465790928.0,,1465790928.0,,,4.0,0,8.13,50.96,0.1595,21.5364,18.982,0.7174,0.5854,4.62,13.96,9.19,6.52,8.83,43.13,中度混改,尚未发生混改
102722,600609,金杯汽车,2025-12-31,1304558558.0,,1304558558.0,,,3.0,0,7.27,35.86,0.2027,39.044,25.4285,0.657,0.6407,4.56,11.41,12.05,7.61,7.46,43.09,中度混改,尚未发生混改
101432,000875,吉电股份,2025-12-31,3627270626.0,284891259.0,3342379367.0,284601234.0,7.8462,5.0,0,6.46,44.4,0.1455,21.8096,17.0269,0.7388,0.5781,3.81,15.9,9.6,6.06,7.68,43.05,中度混改,尚未发生混改
10134,601108,财通证券,2024-12-31,4643759736.0,,4643759736.0,,,4.0,0,7.03,44.09,0.1594,24.1084,18.9692,0.7152,0.6119,4.15,14.19,10.05,6.52,8.01,42.92,中度混改,尚未发生混改
10101844,603860,中公高科,2025-12-31,66680000.0,,66680000.0,,,4.0,0,9.03,55.27,0.1634,19.5285,19.5285,0.7185,0.5386,5.04,13.56,8.53,6.66,9.11,42.9,中度混改,尚未发生混改
101778,000025,特力A,2024-12-31,431058320.0,,431058320.0,,,5.0,0,8.22,57.31,0.1434,16.7448,16.7448,0.7426,0.5663,4.55,15.78,7.75,6.0,8.76,42.85,中度混改,尚未发生混改
101312,000949,新乡化纤,2025-12-31,1700329922.0,475159.0,1699854763.0,,,4.0,0,7.18,46.24,0.1553,27.5942,18.382,0.7235,0.5849,4.19,13.95,10.19,6.39,8.11,42.82,中度混改,尚未发生混改
105966,600259,中稀有色,2025-12-31,336435910.0,,336435910.0,,,4.0,0,7.02,46.14,0.1521,35.1,17.9448,0.7297,0.5598,4.1,13.73,10.77,6.28,7.9,42.79,中度混改,尚未发生混改
102328,000589,贵州轮胎,2024-12-31,1555255604.0,25148100.0,1530107504.0,,,4.0,0,5.08,25.56,0.1987,24.8047,24.8047,0.6614,0.6722,3.6,14.69,10.81,7.53,6.13,42.75,中度混改,尚未发生混改
101597,002057,中钢天源,2024-12-31,758482776.0,8327170.0,750155606.0,,,3.0,0,7.8,40.68,0.1917,44.3939,23.7226,0.6808,0.5689,4.71,10.81,12.13,7.37,7.58,42.6,中度混改,尚未发生混改
106229,600622,光大嘉宝,2024-12-31,1499685402.0,,1499685402.0,,,4.0,0,7.27,52.51,0.1384,51.5603,16.0698,0.7541,0.4971,4.1,13.24,11.03,5.86,8.3,42.53,中度混改,尚未发生混改
102333,000686,东北证券,2024-12-31,2340452915.0,,2340452915.0,,,5.0,0,7.08,55.15,0.1284,22.9796,14.7285,0.7649,0.5427,3.95,15.59,8.71,5.49,8.77,42.51,中度混改,尚未发生混改
107564,600480,凌云股份,2024-12-31,940498410.0,23533000.0,916965410.0,,,4.0,0,7.76,51.37,0.1511,24.7291,17.7941,0.7311,0.5637,4.4,13.76,9.44,6.24,8.66,42.5,中度混改,尚未发生混改
101260,002030,达安基因,2024-12-31,1403446032.0,,1403446032.0,,,4.0,0,5.99,38.53,0.1555,36.0192,18.4081,0.7227,0.5873,3.68,13.98,11.39,6.39,7.03,42.46,中度混改,尚未发生混改
101334,000969,安泰科技,2025-12-31,1050519397.0,16773351.0,1033746046.0,,,4.0,0,6.76,41.44,0.1631,19.4925,19.4925,0.71,0.6163,4.06,14.21,9.69,6.65,7.7,42.31,中度混改,尚未发生混改
105875,600197,伊力特,2024-12-31,472015531.0,,472015531.0,,,4.0,0,8.41,51.56,0.1631,19.4902,19.4902,0.721,0.52,4.77,13.42,8.8,6.65,8.55,42.19,中度混改,尚未发生混改
106248,600731,湖南海利,2025-12-31,558742416.0,17059751.0,541682665.0,,,3.0,0,6.83,33.3,0.2051,29.0638,25.8028,0.6533,0.6477,4.39,11.49,11.3,7.67,7.18,42.02,中度混改,尚未发生混改
101892,002021,中捷资源,2024-12-31,1205411823.0,39432.0,1205372391.0,,,3.0,0,5.55,25.07,0.2214,51.6279,28.4324,0.6419,0.6268,3.96,11.3,12.78,7.95,5.98,41.96,中度混改,尚未发生混改
