InstitutionID,Symbol,ShortName,EndDate,TotalShare,UnCriculationShares,CirculatingShares,LmtdStateOwnedShares,LmtdStateOwnedSharesRatio,EquityStructureDiversity,MixedEquityStructureOrNOT,NSttOwnedShrhlderRatioSum,OwnershipConcentration,NSttOwnedShrhlderPartic,EquityBalance,EquityIntegration,EquityStrucHerfindalIndex,EquityStrucEntropyIndex,Score_NonStateCapital,Score_EquityDiversity,Score_EquityBalance,Score_EquityIntegration,Score_OpenGovernance,MixedOwnershipScore,MixedOwnershipLevel,ReformStatus
10547,600895,张江高科,2025-12-31,1548689550.0,0.0,1548689550.0,,,4.0,0,3.23,54.57,0.0592,6.6256,6.2914,0.8869,0.2751,1.81,11.28,4.51,2.2,6.26,26.05,初步混改,尚未发生混改
106399,600802,福建水泥,2024-12-31,458248400.0,,458248400.0,,,2.0,0,4.19,36.14,0.1159,14.5587,13.1142,0.795,0.3588,2.62,5.06,8.35,4.97,4.88,25.89,初步混改,尚未发生混改
101665,002060,广东建工,2025-12-31,3754393242.0,2191578582.0,1562814660.0,,,4.0,0,6.16,76.48,0.0805,8.7937,8.76,0.85,0.326,3.22,11.72,3.68,3.42,3.84,25.87,初步混改,尚未发生混改
105941,600156,华升股份,2025-12-31,402110702.0,0.0,402110702.0,,,2.0,0,4.92,45.23,0.1088,12.2054,12.2054,0.8061,0.344,2.89,4.91,7.34,4.73,6.0,25.87,初步混改,尚未发生混改
101884,000429,粤高速A,2025-12-31,2090806126.0,438726220.0,1652079906.0,431818476.0,20.6532,3.0,0,4.74,65.2,0.0727,19.2997,7.8399,0.864,0.2891,2.55,8.39,6.72,2.99,5.13,25.79,初步混改,尚未发生混改
106139,600616,金枫酒业,2025-12-31,669004950.0,,669004950.0,,,2.0,0,4.62,42.62,0.1084,13.2454,12.1579,0.8067,0.3432,2.75,4.9,7.77,4.72,5.61,25.76,初步混改,尚未发生混改
106483,600640,国脉文化,2024-12-31,795695940.0,,795695940.0,,,5.0,0,4.6,74.62,0.0616,8.9914,6.5696,0.8818,0.3063,2.41,13.54,3.69,2.34,3.73,25.72,初步混改,尚未发生混改
10298532,688183,生益电子,2024-12-31,831821175.0,,831821175.0,,,4.0,0,6.28,79.79,0.0787,9.9793,8.5431,0.8517,0.3471,3.25,11.94,3.7,3.31,3.49,25.71,初步混改,尚未发生混改
102287,000736,*ST 中地,2025-12-31,747098401.0,25832356.0,721266045.0,25832356.0,3.4577,3.0,0,4.78,60.74,0.0787,9.1641,8.5418,0.8525,0.3218,2.61,8.69,5.03,3.31,6.05,25.68,初步混改,尚未发生混改
103768,302132,中航成飞,2024-12-31,590760499.0,,590760499.0,,,3.0,0,3.83,57.62,0.0665,14.7308,7.1203,0.8745,0.2765,2.12,8.29,6.45,2.65,6.06,25.57,初步混改,尚未发生混改
10122683,300534,陇神戎发,2025-12-31,303345000.0,1293512.0,302051488.0,,,3.0,0,3.14,40.63,0.0773,10.4911,8.3756,0.855,0.3182,1.9,8.65,6.96,3.26,4.77,25.54,初步混改,尚未发生混改
106348,600513,联环药业,2024-12-31,285456270.0,,285456270.0,,,4.0,0,2.69,43.9,0.0613,6.7419,6.5275,0.8828,0.2865,1.59,11.37,5.41,2.33,4.83,25.54,初步混改,尚未发生混改
101342,000900,现代投资,2025-12-31,1517828334.0,90000.0,1517738334.0,,,3.0,0,3.52,53.18,0.0662,12.9459,7.0882,0.8749,0.2782,1.98,8.31,6.42,2.63,6.18,25.52,初步混改,尚未发生混改
105988,600223,福瑞达,2025-12-31,1016568775.0,,1016568775.0,,,4.0,0,3.56,59.01,0.0603,6.8966,6.4202,0.8851,0.2743,1.96,11.27,4.26,2.27,5.76,25.51,初步混改,尚未发生混改
105833,600323,瀚蓝环境,2024-12-31,815347146.0,,815347146.0,,,3.0,0,3.15,53.79,0.0586,18.3673,6.2204,0.8882,0.2606,1.77,8.15,7.33,2.15,6.06,25.47,初步混改,尚未发生混改
106462,600592,龙溪股份,2024-12-31,399553571.0,,399553571.0,,,3.0,0,3.58,48.43,0.0739,9.4584,7.9822,0.8611,0.3044,2.06,8.53,6.02,3.08,5.76,25.45,初步混改,尚未发生混改
101204,000965,天保基建,2025-12-31,1109830895.0,,1109830895.0,,,4.0,0,3.13,54.58,0.0573,6.0836,6.0836,0.8907,0.2571,1.75,11.12,4.32,2.07,6.14,25.4,初步混改,尚未发生混改
10100612,603167,渤海轮渡,2024-12-31,469144503.0,,469144503.0,,,3.0,0,3.29,48.4,0.068,12.6441,7.2933,0.8713,0.2906,1.9,8.41,6.75,2.73,5.59,25.37,初步混改,尚未发生混改
105957,600287,ST 舜天,2024-12-31,438847974.0,2051900.0,436796074.0,,,3.0,0,4.34,57.19,0.0759,8.2682,8.2119,0.8588,0.2911,2.4,8.41,5.04,3.18,6.33,25.36,初步混改,尚未发生混改
106210,600618,氯碱化工,2024-12-31,1156399976.0,0.0,1156399976.0,,,3.0,0,3.73,50.32,0.0741,8.006,8.006,0.8607,0.3054,2.13,8.54,5.48,3.1,6.04,25.27,初步混改,尚未发生混改
106056,600249,两面针,2025-12-31,550000000.0,,550000000.0,,,3.0,0,3.15,40.62,0.0775,9.4481,8.4067,0.8547,0.3156,1.9,8.63,6.68,3.26,4.76,25.24,初步混改,尚未发生混改
10856,000498,山东路桥,2025-12-31,1552441068.0,103094245.0,1449346823.0,103092783.0,6.6407,4.0,0,4.41,68.41,0.0645,8.8165,6.8906,0.8768,0.306,2.35,11.54,4.16,2.52,4.66,25.23,初步混改,尚未发生混改
10811,600980,北矿科技,2025-12-31,189263526.0,1468710.0,187794816.0,1468710.0,0.776,3.0,0,3.73,51.26,0.0728,7.8477,7.8477,0.8629,0.3042,2.12,8.52,5.33,3.0,6.14,25.11,初步混改,尚未发生混改
102085,600071,凤凰光学,2025-12-31,281573889.0,,281573889.0,,,3.0,0,3.76,53.06,0.0709,7.9729,7.6268,0.8663,0.2975,2.12,8.47,5.21,2.89,6.34,25.03,初步混改,尚未发生混改
104731,601958,金钼股份,2025-12-31,3226604400.0,,3226604400.0,,,4.0,0,6.02,79.26,0.076,8.3195,8.2196,0.8566,0.3367,3.12,11.83,3.29,3.19,3.46,24.9,初步混改,尚未发生混改
102267,000928,中钢国际,2024-12-31,1434644621.0,17550.0,1434627071.0,,,3.0,0,3.76,53.41,0.0704,7.7287,7.573,0.8672,0.2945,2.11,8.45,5.09,2.86,6.37,24.88,初步混改,尚未发生混改
105837,600237,铜峰电子,2025-12-31,630704155.0,9028000.0,621676155.0,,,2.0,0,3.31,26.92,0.123,14.0195,14.0195,0.7843,0.3728,2.3,5.19,8.32,5.26,3.74,24.8,初步混改,尚未发生混改
107923,600653,申华控股,2024-12-31,1946380317.0,,1946380317.0,,,3.0,0,2.22,28.04,0.0792,15.2368,8.598,0.8512,0.3293,1.52,8.75,8.11,3.34,3.07,24.78,初步混改,尚未发生混改
102511,002110,三钢闽光,2024-12-31,2429076227.0,,2429076227.0,,,4.0,0,4.43,68.74,0.0644,7.7624,6.8885,0.877,0.3011,2.36,11.5,3.81,2.51,4.58,24.77,初步混改,尚未发生混改
103615,300106,西部牧业,2024-12-31,211332310.0,,211332310.0,,,4.0,0,2.59,44.41,0.0583,6.1932,6.1932,0.8888,0.2626,1.53,11.17,5.19,2.14,4.73,24.75,初步混改,尚未发生混改
10871,600997,开滦股份,2025-12-31,1587799851.0,,1587799851.0,,,3.0,0,6.58,76.61,0.0859,13.6741,9.396,0.8411,0.3295,3.43,8.76,4.92,3.69,3.92,24.72,初步混改,尚未发生混改
101468,002077,大港股份,2024-12-31,580348513.0,,580348513.0,,,4.0,0,2.78,51.98,0.0535,5.6769,5.6504,0.8971,0.2597,1.57,11.14,4.38,1.87,5.72,24.69,初步混改,尚未发生混改
10121986,300527,中船应急,2024-12-31,986822295.0,,986822295.0,,,4.0,0,3.37,60.87,0.0554,7.64,5.8609,0.8938,0.2628,1.84,11.17,4.29,1.99,5.36,24.65,初步混改,尚未发生混改
106001,600135,乐凯胶片,2025-12-31,553307099.0,,553307099.0,,,4.0,0,2.73,48.72,0.056,5.9764,5.9361,0.8932,0.2501,1.57,11.07,4.74,2.01,5.24,24.64,初步混改,尚未发生混改
106016,600062,华润双鹤,2025-12-31,1038757509.0,5779618.0,1032977891.0,,,4.0,0,3.84,64.08,0.0599,6.3745,6.3745,0.885,0.2905,2.07,11.4,3.71,2.24,5.12,24.55,初步混改,尚未发生混改
106311,600523,贵航股份,2025-12-31,404311320.0,266700.0,404044620.0,266700.0,0.066,3.0,0,3.51,54.25,0.0647,9.4839,6.9176,0.8773,0.2773,1.97,8.3,5.45,2.53,6.31,24.55,初步混改,尚未发生混改
10345,600827,百联股份,2025-12-31,1784168117.0,,1784168117.0,,,4.0,0,2.84,56.0,0.0507,5.9639,5.3424,0.902,0.2555,1.58,11.11,4.1,1.75,5.95,24.49,初步混改,尚未发生混改
10992,601000,唐山港,2025-12-31,5925928614.0,,5925928614.0,,,3.0,0,5.11,67.43,0.0758,11.3859,8.1996,0.8579,0.3089,2.73,8.57,5.0,3.17,4.97,24.45,初步混改,尚未发生混改
104994,300289,利德曼,2025-12-31,544011487.0,855000.0,543156487.0,,,3.0,0,3.57,49.92,0.0715,7.7023,7.7023,0.8664,0.2786,2.04,8.32,5.36,2.93,5.79,24.44,初步混改,尚未发生混改
101320,002080,中材科技,2025-12-31,1678123584.0,,1678123584.0,,,3.0,0,5.09,65.91,0.0772,8.4495,8.369,0.8545,0.3248,2.73,8.71,4.42,3.25,5.31,24.42,初步混改,尚未发生混改
10348,600831,ST 广网,2024-12-31,710946992.0,,710946992.0,,,2.0,0,3.9,37.87,0.103,13.3562,11.4807,0.8152,0.3316,2.41,4.78,7.94,4.48,4.79,24.4,初步混改,尚未发生混改
105138,600271,航天信息,2025-12-31,1852884638.0,,1852884638.0,,,3.0,0,3.41,51.24,0.0665,8.5207,7.1294,0.874,0.2834,1.94,8.35,5.48,2.66,5.94,24.36,初步混改,尚未发生混改
102698,002430,杭氧股份,2025-12-31,978354407.0,385275.0,977969132.0,,,3.0,0,5.66,70.24,0.0806,10.4602,8.7643,0.8501,0.3157,3.0,8.63,4.61,3.42,4.68,24.34,初步混改,尚未发生混改
10145501,601952,苏垦农发,2024-12-31,1378000000.0,,1378000000.0,,,4.0,0,5.1,74.45,0.0685,7.5177,7.354,0.8696,0.3169,2.68,11.64,3.33,2.77,3.92,24.34,初步混改,尚未发生混改
105807,600282,南钢股份,2025-12-31,6165091011.0,,6165091011.0,,,3.0,0,5.59,70.1,0.0797,9.7847,8.6653,0.8503,0.33,2.96,8.77,4.43,3.37,4.78,24.32,初步混改,尚未发生混改
106169,600776,东方通信,2024-12-31,1256000064.0,0.0,1256000064.0,,,4.0,0,2.48,45.92,0.054,5.709,5.709,0.8961,0.2643,1.45,11.18,4.9,1.9,4.89,24.32,初步混改,尚未发生混改
10465940,605086,龙高股份,2025-12-31,179200000.0,,179200000.0,,,4.0,0,5.29,78.19,0.0677,10.6761,7.2565,0.8713,0.3098,2.75,11.58,3.89,2.71,3.33,24.27,初步混改,尚未发生混改
101534,000058,深赛格,2025-12-31,1231200672.0,,1231200672.0,,,4.0,0,3.3,59.84,0.0551,5.8366,5.8366,0.8942,0.26,1.81,11.15,3.82,1.98,5.49,24.25,初步混改,尚未发生混改
105749,600229,城市传媒,2024-12-31,671208000.0,,671208000.0,,,4.0,0,3.84,64.81,0.0593,6.8879,6.2982,0.8868,0.2745,2.07,11.27,3.78,2.2,4.92,24.24,初步混改,尚未发生混改
105907,600279,重庆港,2025-12-31,1186866283.0,,1186866283.0,,,4.0,0,4.35,69.79,0.0623,8.9341,6.6473,0.8818,0.2733,2.31,11.26,4.06,2.37,4.24,24.24,初步混改,尚未发生混改
103,600862,中航高科,2025-12-31,1393049107.0,,1393049107.0,,,2.0,0,5.11,56.49,0.0905,12.412,9.9455,0.8354,0.3036,2.84,4.52,6.3,3.9,6.69,24.24,初步混改,尚未发生混改
10368903,920992,中科美菱,2025-12-31,96730934.0,49332757.0,47398177.0,45900000.0,47.4512,3.0,0,6.0556,73.6658,0.0822,12.7617,8.9566,0.8484,0.3026,3.18,8.51,4.9,3.52,4.12,24.24,初步混改,尚未发生混改
10118223,688660,电气风电,2025-12-31,1333333400.0,,1333333400.0,,,4.0,0,3.73,63.74,0.0585,6.2784,6.2156,0.888,0.2766,2.02,11.29,3.68,2.15,5.08,24.22,初步混改,尚未发生混改
10302,600822,上海物贸,2024-12-31,495972914.0,,495972914.0,,,3.0,0,3.55,51.65,0.0687,7.3805,7.3805,0.871,0.2761,2.01,8.29,5.11,2.79,5.98,24.18,初步混改,尚未发生混改
102305,000561,烽火电子,2024-12-31,604272777.0,2241084.0,602031693.0,1800000.0,0.2979,4.0,0,2.36,48.54,0.0486,7.1127,5.1104,0.906,0.2442,1.36,11.02,5.03,1.66,5.08,24.14,初步混改,尚未发生混改
101431,000880,潍柴重机,2025-12-31,463848840.0,236822040.0,227026800.0,236822040.0,51.0559,4.0,0,2.42,53.47,0.0453,7.9111,4.7405,0.9127,0.2194,1.36,10.84,4.85,1.47,5.62,24.14,初步混改,尚未发生混改
10495818,688586,江航装备,2025-12-31,791339156.0,,791339156.0,,,5.0,0,3.16,67.57,0.0468,7.7036,4.9061,0.9094,0.2466,1.69,13.04,3.67,1.55,4.19,24.14,初步混改,尚未发生混改
107536,600468,百利电气,2024-12-31,1087735321.0,,1087735321.0,,,4.0,0,3.35,61.28,0.0547,6.2864,5.7828,0.8948,0.267,1.83,11.21,3.84,1.94,5.32,24.13,初步混改,尚未发生混改
106024,600336,澳柯玛,2024-12-31,798014769.0,,798014769.0,,,2.0,0,4.02,46.9,0.0857,17.4555,9.375,0.8433,0.2925,2.34,4.43,8.05,3.68,5.62,24.12,初步混改,尚未发生混改
101726,002066,瑞泰科技,2025-12-31,234907000.0,3907000.0,231000000.0,,,2.0,0,4.46,46.54,0.0958,11.3026,10.5989,0.8267,0.3158,2.6,4.63,6.87,4.17,5.84,24.11,初步混改,尚未发生混改
10156,600845,宝信软件,2025-12-31,2870778802.0,12874665.0,2857904137.0,,,3.0,0,3.54,53.59,0.0661,7.2068,7.0729,0.8747,0.2845,1.99,8.35,4.87,2.61,6.27,24.09,初步混改,尚未发生混改
10132680,002732,燕塘乳业,2025-12-31,157350000.0,783829.0,156566171.0,,,4.0,0,3.12,60.81,0.0513,7.6153,5.4082,0.9011,0.2529,1.7,11.09,4.24,1.78,5.26,24.07,初步混改,尚未发生混改
106201,600626,申达股份,2024-12-31,1320744667.0,468453351.0,852291316.0,468453351.0,35.4689,4.0,0,2.95,59.23,0.0498,7.4854,5.2416,0.9041,0.2417,1.62,11.0,4.31,1.71,5.4,24.05,初步混改,尚未发生混改
101813,000552,甘肃能化,2024-12-31,5351801936.0,1626024553.0,3725777383.0,1589366039.0,29.6978,4.0,0,3.96,67.04,0.0591,7.8947,6.2777,0.8873,0.2704,2.12,11.23,3.93,2.19,4.57,24.04,初步混改,尚未发生混改
10578265,688459,哈铁科技,2024-12-31,480000000.0,304415032.0,175584968.0,304415032.0,63.4198,2.0,0,8.91,79.2,0.1125,16.3727,12.6761,0.8003,0.3517,4.62,4.99,5.53,4.87,4.03,24.04,初步混改,尚未发生混改
106301,600598,北大荒,2025-12-31,1777679909.0,,1777679909.0,,,4.0,0,4.36,69.18,0.063,6.7976,6.7263,0.8798,0.2877,2.32,11.38,3.44,2.42,4.42,23.98,初步混改,尚未发生混改
105819,600058,五矿发展,2025-12-31,1071910711.0,0.0,1071910711.0,,,4.0,0,3.97,66.53,0.0597,6.3459,6.3459,0.8856,0.2861,2.13,11.37,3.49,2.23,4.74,23.96,初步混改,尚未发生混改
105031,600037,歌华有线,2024-12-31,1391777884.0,,1391777884.0,,,4.0,0,1.93,44.53,0.0433,10.11,4.5305,0.9158,0.2257,1.14,10.89,6.13,1.37,4.35,23.88,初步混改,尚未发生混改
101346,002051,中工国际,2024-12-31,1237408937.0,120780.0,1237288157.0,,,4.0,0,4.1,67.51,0.0607,6.5224,6.4659,0.8842,0.2789,2.19,11.32,3.47,2.29,4.59,23.86,初步混改,尚未发生混改
101398,002037,保利联合,2024-12-31,483883566.0,,483883566.0,,,3.0,0,3.15,52.11,0.0604,10.6239,6.4338,0.8854,0.255,1.78,8.11,5.87,2.28,5.82,23.85,初步混改,尚未发生混改
105925,600213,亚星客车,2023-12-31,286000000.0,,286000000.0,,,4.0,0,4.04,67.18,0.0601,6.4837,6.3985,0.8852,0.2776,2.16,11.3,3.49,2.25,4.61,23.82,初步混改,尚未发生混改
106435,600495,晋西车轴,2025-12-31,1208190886.0,,1208190886.0,,,3.0,0,2.68,34.38,0.078,8.5133,8.4543,0.8551,0.3005,1.71,8.49,6.5,3.28,3.78,23.76,初步混改,尚未发生混改
102354,002393,力生制药,2025-12-31,257616859.0,6710944.0,250905915.0,,,3.0,0,3.48,55.12,0.0631,6.8329,6.739,0.8798,0.2773,1.94,8.3,4.58,2.43,6.38,23.63,初步混改,尚未发生混改
101819,000557,西部创业,2024-12-31,1458374735.0,458537.0,1457916198.0,,,4.0,0,2.27,59.73,0.038,13.2054,3.9506,0.926,0.2004,1.24,10.69,5.6,1.13,4.95,23.62,初步混改,尚未发生混改
106367,600483,福能股份,2024-12-31,2780137800.0,,2780137800.0,,,4.0,0,4.29,70.56,0.0608,7.7858,6.4735,0.8842,0.2758,2.27,11.28,3.63,2.3,4.13,23.62,初步混改,尚未发生混改
106046,600159,大龙地产,2024-12-31,830003232.0,0.0,830003232.0,,,3.0,0,3.4,51.1,0.0665,7.1279,7.1279,0.8751,0.264,1.93,8.18,5.03,2.65,5.81,23.6,初步混改,尚未发生混改
104302,600909,华安证券,2025-12-31,4678417025.0,,4678417025.0,,,3.0,0,3.47,60.35,0.0575,14.2564,6.1006,0.89,0.2598,1.9,8.15,6.03,2.08,5.45,23.6,初步混改,尚未发生混改
104847,600010,包钢股份,2025-12-31,45288619348.0,13907821061.0,31380798287.0,13907821061.0,30.7093,3.0,0,4.29,61.94,0.0693,7.7465,7.4415,0.869,0.2943,2.33,8.44,4.4,2.81,5.59,23.58,初步混改,尚未发生混改
10371516,920077,吉林碳谷,2025-12-31,587681817.0,284328347.0,303353470.0,259898380.0,44.2243,2.0,0,7.25,71.93,0.1008,15.6317,11.209,0.8187,0.3268,3.83,4.73,5.84,4.38,4.76,23.54,初步混改,尚未发生混改
101523,000797,中国武夷,2024-12-31,1570754217.0,180188.0,1570574029.0,,,4.0,0,2.6,58.31,0.0446,7.5713,4.667,0.9138,0.2222,1.43,10.86,4.34,1.45,5.37,23.44,初步混改,尚未发生混改
101735,000920,沃顿科技,2025-12-31,472621118.0,22500.0,472598618.0,,,4.0,0,2.58,56.2,0.0459,5.6803,4.8116,0.9116,0.2189,1.43,10.83,3.95,1.5,5.67,23.39,初步混改,尚未发生混改
101228,002096,易普力,2025-12-31,1240440770.0,539497007.0,700943763.0,538032152.0,43.3743,2.0,0,7.77,76.21,0.102,17.9156,11.353,0.8169,0.3294,4.06,4.75,5.94,4.43,4.18,23.36,初步混改,尚未发生混改
102900,200152,*ST 山航B,2022-12-31,400000000.0,260000000.0,140000000.0,259801000.0,64.9503,3.0,0,4.93,69.73,0.0707,11.7381,7.608,0.8665,0.2989,2.62,8.48,4.88,2.87,4.52,23.36,初步混改,尚未发生混改
10751,600967,内蒙一机,2024-12-31,1701794667.0,2881230.0,1698913437.0,,,3.0,0,3.9,60.97,0.064,9.1873,6.8337,0.8783,0.2807,2.13,8.33,4.84,2.48,5.58,23.36,初步混改,尚未发生混改
106470,600698,湖南天雁,2024-12-31,1071220032.0,10874761.0,1060345271.0,,,3.0,0,2.81,39.97,0.0703,7.5619,7.5619,0.8683,0.2793,1.71,8.32,6.1,2.85,4.36,23.35,初步混改,尚未发生混改
10111326,688722,同益中,2025-12-31,224666700.0,561500.0,224105200.0,,,3.0,0,3.03,49.09,0.0617,8.1103,6.5784,0.8824,0.2731,1.74,8.26,5.46,2.35,5.5,23.31,初步混改,尚未发生混改
107626,603000,人民网,2024-12-31,1105691056.0,,1105691056.0,,,4.0,0,3.25,63.44,0.0512,6.7107,5.3996,0.9011,0.2576,1.76,11.12,3.72,1.77,4.9,23.29,初步混改,尚未发生混改
10146044,300958,建工修复,2024-12-31,156736579.0,65687152.0,91049427.0,65687152.0,41.9093,3.0,0,3.1,48.67,0.0637,7.3968,6.8027,0.8794,0.2703,1.78,8.23,5.3,2.47,5.45,23.23,初步混改,尚未发生混改
10812,600981,汇鸿集团,2024-12-31,2242433192.0,,2242433192.0,,,5.0,0,3.52,70.93,0.0496,5.2218,5.2218,0.904,0.2584,1.86,13.13,2.72,1.69,3.82,23.22,初步混改,尚未发生混改
101700,000722,湖南发展,2025-12-31,464158282.0,,464158282.0,,,4.0,0,2.59,56.38,0.0459,5.0262,4.815,0.9114,0.2214,1.44,10.85,3.77,1.51,5.65,23.21,初步混改,尚未发生混改
106005,600310,广西能源,2025-12-31,1465710722.0,,1465710722.0,,,3.0,0,3.13,54.99,0.0569,9.6397,6.0355,0.8919,0.2405,1.75,7.99,5.32,2.05,6.1,23.21,初步混改,尚未发生混改
106287,600582,天地科技,2025-12-31,4138588892.0,,4138588892.0,,,4.0,0,3.44,64.64,0.0532,6.1937,5.6209,0.8974,0.2651,1.85,11.19,3.51,1.84,4.81,23.21,初步混改,尚未发生混改
106331,600736,苏州高新,2024-12-31,1151292907.0,,1151292907.0,,,4.0,0,2.26,51.08,0.0442,5.161,4.6293,0.9142,0.226,1.28,10.89,4.22,1.42,5.3,23.11,初步混改,尚未发生混改
101781,000524,岭南控股,2025-12-31,670208597.0,241259.0,669967338.0,,,4.0,0,4.23,73.43,0.0576,9.375,6.1127,0.8896,0.273,2.22,11.25,3.8,2.09,3.65,23.02,初步混改,尚未发生混改
106425,600764,中国海防,2024-12-31,710629386.0,,710629386.0,,,3.0,0,5.49,74.67,0.0735,11.8575,7.9358,0.8612,0.3123,2.88,8.6,4.54,3.06,3.93,23.0,初步混改,尚未发生混改
102598,002101,广东鸿图,2024-12-31,664649239.0,41690373.0,622958866.0,39253333.0,5.9059,3.0,0,2.39,53.63,0.0446,16.5857,4.6643,0.914,0.2093,1.34,7.75,6.87,1.44,5.57,22.98,初步混改,尚未发生混改
101457,002208,合肥城建,2025-12-31,803291894.0,219627.0,803072267.0,,,4.0,0,2.91,62.64,0.0465,7.8819,4.8719,0.9102,0.2318,1.58,10.93,4.12,1.53,4.82,22.98,初步混改,尚未发生混改
104454,601872,招商轮船,2025-12-31,8074538502.0,,8074538502.0,,,4.0,0,4.5,75.15,0.0599,8.2599,6.3694,0.8851,0.2905,2.36,11.4,3.42,2.24,3.54,22.96,初步混改,尚未发生混改
101634,000582,北部湾港,2025-12-31,2369661965.0,360248438.0,2009413527.0,360033539.0,15.1935,4.0,0,4.25,72.48,0.0586,7.7456,6.2289,0.8879,0.2734,2.24,11.26,3.43,2.16,3.81,22.9,初步混改,尚未发生混改
101399,600377,宁沪高速,2025-12-31,5037747500.0,13564499.0,5024183001.0,,,3.0,0,5.7,74.04,0.077,10.4702,8.3406,0.857,0.2939,2.99,8.44,4.27,3.24,3.95,22.9,初步混改,尚未发生混改
107761,601928,凤凰传媒,2024-12-31,2544900000.0,,2544900000.0,,,3.0,0,6.52,79.88,0.0816,10.3822,8.8877,0.8476,0.3286,3.38,8.75,3.83,3.48,3.39,22.83,初步混改,尚未发生混改
105817,600056,中国医药,2024-12-31,1495879748.0,528270.0,1495351478.0,528270.0,0.0353,4.0,0,2.24,57.03,0.0393,7.0175,4.0883,0.9235,0.2086,1.24,10.74,4.2,1.19,5.4,22.78,初步混改,尚未发生混改
104245,900929,锦旅B股,2025-12-31,132556270.0,66556270.0,66000000.0,66556270.0,50.2098,2.0,0,4.59,54.8,0.0838,9.1416,9.1416,0.8465,0.2879,2.57,4.38,5.53,3.59,6.7,22.78,初步混改,尚未发生混改
106316,600708,光明地产,2024-12-31,2228636743.0,3358972.0,2225277771.0,,,4.0,0,2.39,58.29,0.041,6.7859,4.2755,0.9202,0.2159,1.32,10.8,4.03,1.28,5.28,22.72,初步混改,尚未发生混改
105973,600120,浙江东方,2025-12-31,3415381492.0,,3415381492.0,,,4.0,0,2.16,53.36,0.0405,5.2504,4.2188,0.9214,0.2069,1.22,10.74,4.01,1.25,5.47,22.68,初步混改,尚未发生混改
105125,600360,*ST 华微,2025-12-31,960295304.0,,960295304.0,,,2.0,0,2.76,25.08,0.11,12.3656,12.3656,0.8041,0.3466,1.97,4.94,7.81,4.77,3.15,22.64,初步混改,尚未发生混改
105915,600239,云南城投,2024-12-31,1605686909.0,,1605686909.0,,,3.0,0,2.83,45.29,0.0625,7.2471,6.6651,0.8818,0.2618,1.66,8.16,5.5,2.38,4.91,22.61,初步混改,尚未发生混改
101435,000905,厦门港务,2025-12-31,741809597.0,2000.0,741807597.0,,,3.0,0,3.26,55.42,0.0588,6.25,6.25,0.888,0.2557,1.82,8.12,4.34,2.18,6.15,22.6,初步混改,尚未发生混改
105853,600348,华阳股份,2024-12-31,3607500000.0,,3607500000.0,,,3.0,0,3.8,60.28,0.063,6.8444,6.728,0.8801,0.2748,2.08,8.27,4.17,2.42,5.62,22.57,初步混改,尚未发生混改
106181,600644,乐山电力,2025-12-31,578320818.0,,578320818.0,,,4.0,0,1.68,47.41,0.0354,9.375,3.6737,0.9312,0.178,0.97,10.54,5.6,0.99,4.41,22.52,初步混改,尚未发生混改
107791,601608,中信重工,2025-12-31,4579553437.0,28985507.0,4550567930.0,,,3.0,0,5.06,70.43,0.0718,8.8276,7.7406,0.8651,0.292,2.68,8.42,4.09,2.94,4.39,22.52,初步混改,尚未发生混改
10250672,603357,设计总院,2025-12-31,560577909.0,4974950.0,555602959.0,,,3.0,0,3.02,50.66,0.0596,6.3821,6.3392,0.8866,0.2589,1.72,8.14,4.77,2.22,5.62,22.47,初步混改,尚未发生混改
10548,600897,厦门空港,2024-12-31,416934000.0,,416934000.0,,,3.0,0,5.58,73.58,0.0758,8.2059,8.2059,0.8579,0.3071,2.93,8.56,3.71,3.18,4.09,22.46,初步混改,尚未发生混改
101799,000719,中原传媒,2025-12-31,1023203749.0,356056206.0,667147543.0,356056206.0,34.7982,3.0,0,6.24,78.79,0.0792,8.8712,8.601,0.851,0.3317,3.24,8.79,3.53,3.34,3.54,22.43,初步混改,尚未发生混改
101284,000839,中信国安,2024-12-31,3919826352.0,,3919826352.0,,,3.0,0,2.54,38.98,0.0652,6.9704,6.9704,0.8766,0.278,1.55,8.31,5.86,2.55,4.14,22.41,初步混改,尚未发生混改
101384,001896,豫能控股,2025-12-31,1525781330.0,,1525781330.0,,,4.0,0,3.28,65.13,0.0504,5.3032,5.3032,0.9029,0.2446,1.77,11.02,3.2,1.74,4.58,22.32,初步混改,尚未发生混改
10133833,300413,芒果超媒,2024-12-31,1870720815.0,849020857.0,1021699958.0,849019732.0,45.3846,3.0,0,5.47,75.06,0.0729,9.7522,7.8603,0.8622,0.3115,2.86,8.59,3.94,3.01,3.86,22.27,初步混改,尚未发生混改
10134993,300557,理工光科,2025-12-31,120867878.0,1480263.0,119387615.0,,,3.0,0,2.44,51.53,0.0474,12.2798,4.9705,0.909,0.2152,1.38,7.8,6.17,1.58,5.35,22.27,初步混改,尚未发生混改
1023,600815,厦工股份,2025-12-31,1774094480.0,,1774094480.0,,,4.0,0,2.18,56.44,0.0386,4.976,4.0177,0.9248,0.2038,1.21,10.71,3.65,1.17,5.45,22.19,初步混改,尚未发生混改
105187,600368,五洲交通,2025-12-31,1609653858.0,,1609653858.0,,,3.0,0,2.96,55.24,0.0536,7.7043,5.6618,0.898,0.2284,1.65,7.9,4.73,1.88,5.96,22.12,初步混改,尚未发生混改
